+--------+-------------------+-------------------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-----------------------+-------+-------+
| commit |        user       |        changed_objects        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         pred                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |         score         | top 3 | top 5 |
|  827   |      dtolnay      |              [5]              |                    [(15, 0.7058823529411764), (9, 0.6988235294117647), (28, 0.6894117647058824), (25, 0.6870588235294117), (8, 0.6847058823529412), (102, 0.668235294117647), (26, 0.6564705882352941), (141, 0.6541176470588235), (104, 0.6470588235294117), (10, 0.629264705882353), (22, 0.6011764705882353), (24, 0.596958934517203), (18, 0.5907534539239424), (62, 0.5658823529411765), (140, 0.5628936566922609), (7, 0.5560784313725491), (142, 0.5231932773109244), (120, 0.45038823529411764), (95, 0.4502321606608745), (32, 0.41719698048711007), (79, 0.3673351374448084), (23, 0.3223529411764706), (33, 0.28773109243697476), (139, 0.23935828877005347), (78, 0.19470588235294117), (5, 0.15641347801256428), (31, 0.13058823529411764), (17, 0.11764037081302674), (11, 0.11058823529411765), (16, 0.09394983879530239), (74, 0.08470588235294119), (34, 0.07512035322603618), (6, 0.07228315054835494), (101, 0.0628713858424726), (13, 0.06221335992023929), (30, 0.05557043156245549), (75, 0.05557043156245549), (103, 0.05460190856003418), (35, 0.05224896738356359), (118, 0.045258510183734516), (20, 0.04217917675544795), (121, 0.04145278450363197), (12, 0.03813132032474007), (119, 0.03577837914826948), (67, 0.02027631391539667), (68, 0.02027631391539667), (69, 0.02003418316479134), (70, 0.02003418316479134), (27, 0.01954992166358069), (100, 0.01695484973650477), (66, 0.012248967383563595), (108, 0.009411764705882354), (144, 0.002595071927075915)]                     |  0.010444405427742297 |   0   |   0   |
|  830   |      dtolnay      |              [5]              |                 [(15, 0.7058823529411764), (9, 0.6988235294117647), (28, 0.6894117647058824), (25, 0.6870588235294117), (8, 0.6847058823529412), (102, 0.668235294117647), (26, 0.6564705882352941), (141, 0.6541176470588235), (104, 0.6470588235294117), (10, 0.629264705882353), (22, 0.6011764705882353), (24, 0.5965546218487394), (18, 0.59072366220312), (62, 0.5658823529411765), (140, 0.5628901517839288), (7, 0.5560784313725491), (142, 0.5231932773109244), (120, 0.45027573529411763), (95, 0.45023040820670845), (32, 0.41719435180586106), (79, 0.3673298800823103), (23, 0.3223529411764706), (33, 0.28773109243697476), (139, 0.23935828877005347), (78, 0.19470588235294117), (5, 0.15058823529411766), (31, 0.13058823529411764), (17, 0.11763336099636265), (11, 0.11058823529411765), (16, 0.09393844784322325), (74, 0.08470588235294119), (34, 0.07511246718228907), (6, 0.07227701695877387), (101, 0.06286525225289152), (13, 0.06220109274107714), (30, 0.05556517419995742), (75, 0.05556517419995742), (103, 0.05460015610586816), (35, 0.052247214929397566), (118, 0.04524799545873839), (20, 0.04217129071170085), (121, 0.0414475271411339), (12, 0.038129567870574047), (119, 0.035776626694103454), (67, 0.020271056552898604), (68, 0.020271056552898604), (69, 0.02002980202937629), (70, 0.02002980202937629), (27, 0.019547292982331654), (100, 0.01695309728233875), (66, 0.012247214929397574), (108, 0.009411764705882354), (144, 0.0025941956999929044)]                  |  0.010059797229153528 |   0   |   0   |
|  836   |      dtolnay      |              [5]              |                      [(15, 0.7058823529411764), (9, 0.6988235294117647), (28, 0.6894117647058824), (25, 0.6870588235294117), (8, 0.6847058823529412), (102, 0.668235294117647), (26, 0.6564705882352941), (141, 0.6541176470588235), (104, 0.6470588235294117), (10, 0.629264705882353), (22, 0.6011764705882353), (24, 0.5958633776091081), (18, 0.5906647209782115), (62, 0.5658823529411765), (140, 0.5628832175221749), (7, 0.5560784313725491), (142, 0.5231932773109244), (95, 0.4502269410758315), (120, 0.4500658472344161), (32, 0.4171891511095456), (79, 0.36731947868967946), (23, 0.3223529411764706), (33, 0.28773109243697476), (139, 0.23935828877005347), (78, 0.19470588235294117), (5, 0.15058823529411766), (31, 0.13058823529411764), (17, 0.11761949247285479), (11, 0.11058823529411765), (16, 0.09391591149252296), (74, 0.08470588235294119), (34, 0.07509686509334272), (6, 0.07226488200070447), (101, 0.06285311729482213), (13, 0.06217682282493837), (30, 0.05555477280732652), (75, 0.05555477280732652), (103, 0.05459668897499119), (35, 0.0522437477985206), (118, 0.04522719267347658), (20, 0.0421556886227545), (121, 0.041437125748503), (12, 0.03812610073969708), (119, 0.035773159563226485), (67, 0.0202606551602677), (68, 0.0202606551602677), (69, 0.02002113420218387), (70, 0.02002113420218387), (27, 0.019542092286016204), (100, 0.016949630151461784), (66, 0.012243747798520607), (108, 0.009411764705882354), (144, 0.002592462134554421)]                      |   0.0100606172430368  |   0   |   0   |
|  837   |        nico       |              [28]             |                   [(15, 0.7121323529411764), (9, 0.7049584987369181), (10, 0.6950079491255962), (28, 0.6915975570556092), (25, 0.6909549274255156), (8, 0.6860757453666398), (34, 0.6729411764705882), (141, 0.6710190555095277), (102, 0.6702453443689034), (101, 0.6611764705882353), (142, 0.6588069594034797), (26, 0.6572987455851906), (104, 0.6484942302279763), (78, 0.6466860803727431), (140, 0.6164705882352941), (22, 0.6069568174090446), (24, 0.5954358610914244), (7, 0.5907863351526177), (18, 0.5825210084033613), (62, 0.5692343082484391), (139, 0.5149024629057769), (120, 0.4455882352941176), (79, 0.36588235294117644), (23, 0.3281000676132522), (33, 0.20345221342125366), (5, 0.16508098891730608), (17, 0.1437041569280094), (16, 0.12118491415705038), (11, 0.11556748840615085), (30, 0.10555305375738812), (75, 0.10555305375738812), (35, 0.10224317478187446), (103, 0.10074996211219121), (74, 0.09058823529411766), (6, 0.072262876442443), (13, 0.06217281170841543), (118, 0.04235294117647059), (20, 0.0421531100478469), (121, 0.04000000000000001), (12, 0.038125527723050945), (119, 0.03529411764705882), (31, 0.03202364199268225), (95, 0.021654939487756826), (67, 0.0202589361103293), (68, 0.0202589361103293), (69, 0.020019701660568535), (70, 0.020019701660568535), (27, 0.019541232761047005), (32, 0.017188291584576416), (100, 0.016949057134815648), (108, 0.013411764705882354), (66, 0.012243174781874472), (144, 0.0032579185520361996)]                    |  0.04195024406987899  |   0   |   1   |
|  844   |        nico       |              [15]             |                    [(15, 0.7092735185805156), (9, 0.7024340770791074), (10, 0.6927801724137932), (25, 0.6887841793389019), (28, 0.6873563218390805), (8, 0.6840964133317957), (34, 0.6712643678160919), (141, 0.6689809457687264), (102, 0.6686084142394821), (101, 0.6597701149425287), (142, 0.6572861220396513), (26, 0.6559887403237157), (104, 0.6473887762001352), (78, 0.6455920365176263), (140, 0.6160919540229884), (22, 0.6044061302681992), (24, 0.5931366686598898), (7, 0.5828162507770985), (18, 0.5809523809523809), (62, 0.5675936225435669), (139, 0.5142833098398939), (120, 0.44396551724137934), (79, 0.364367816091954), (23, 0.3250650917635105), (33, 0.20273711644431977), (5, 0.16091954022988506), (17, 0.1422278184751041), (16, 0.11969864307574457), (11, 0.11288468668891362), (30, 0.1042970507628748), (75, 0.1042970507628748), (35, 0.10104920849183949), (103, 0.0995019052203983), (74, 0.08826320784561847), (6, 0.07062625270994398), (13, 0.06079273530494539), (118, 0.041379310344827586), (20, 0.04121569108684092), (121, 0.03908045977011494), (12, 0.03725610504356363), (119, 0.03448275862068966), (31, 0.031308545015748354), (95, 0.02116415102057512), (67, 0.019814292142185136), (68, 0.019814292142185136), (69, 0.01957704421810447), (70, 0.01957704421810447), (27, 0.019102548369943143), (32, 0.0168036977952305), (100, 0.016566449871149833), (108, 0.013017058349805988), (66, 0.011968748721724546), (144, 0.003176043557168784)]                     |  0.04323551375341781  |   1   |   1   |
|  845   |        nico       |              [22]             |                          [(9, 0.7023996773543053), (10, 0.6927639807039486), (25, 0.6887611749680714), (74, 0.6882131661442007), (28, 0.6873563218390805), (8, 0.6840919540229885), (34, 0.6712643678160919), (102, 0.668599033816425), (101, 0.6597701149425287), (26, 0.6559870777442236), (78, 0.6455829228243021), (118, 0.6413793103448275), (121, 0.639080459770115), (12, 0.6372555428446913), (119, 0.6344827586206896), (27, 0.6191017050716348), (142, 0.6172413793103448), (141, 0.6088735632183908), (22, 0.6043754365910967), (24, 0.5931034482758621), (18, 0.5916666666666667), (7, 0.588694114481221), (62, 0.5818620865274009), (104, 0.5807187955318116), (140, 0.5660919540229884), (15, 0.503448275862069), (139, 0.4733563218390804), (120, 0.4689655172413793), (23, 0.42503473537956293), (79, 0.38744473916887706), (100, 0.3165658876722776), (11, 0.312865254119928), (33, 0.25630685841913164), (20, 0.1912131611919159), (5, 0.18809779419132278), (13, 0.18078879991283978), (17, 0.16396470011439776), (6, 0.15633857072817686), (30, 0.14660305647395042), (75, 0.14660305647395042), (16, 0.14341040380283793), (35, 0.14335633860065958), (103, 0.1390617825819656), (31, 0.11702114413341737), (95, 0.0961635888217029), (67, 0.01981260554556845), (68, 0.01981260554556845), (69, 0.019575638720923896), (70, 0.019575638720923896), (32, 0.016802854496922155), (108, 0.012992870653280954), (66, 0.011968186522852317), (144, 0.003172213020127491)]                           |  0.02874003985449277  |   0   |   0   |
|  847   |  romero.malaquias |              [26]             |    [(5, 0.1896796282709709), (15, 0.13323550990462218), (23, 0.13254259395125131), (11, 0.12955897937556046), (9, 0.11451862721121708), (22, 0.11256215863699358), (10, 0.09958425042797751), (28, 0.09610336675633815), (24, 0.0946849270400261), (25, 0.09333170294285481), (7, 0.09161164098801665), (74, 0.08819597293551806), (8, 0.08559550012227929), (18, 0.07470449172576832), (120, 0.07393005624847152), (34, 0.07339202739056004), (6, 0.07062036357707673), (62, 0.06980516833781691), (102, 0.06855791962174941), (79, 0.06578625580826608), (16, 0.06514225156925084), (17, 0.06396021847232412), (101, 0.06142496127822614), (13, 0.06078095703921089), (141, 0.057601695606097666), (26, 0.05706366674818619), (30, 0.05429200293470287), (75, 0.05429200293470287), (103, 0.0533463764571615), (142, 0.052702372218146255), (35, 0.05104752588244885), (104, 0.046922637971794245), (78, 0.04556941387462298), (118, 0.044216189777451696), (20, 0.04120811934458303), (121, 0.040498899486427), (12, 0.037254422434172985), (119, 0.03495557185946035), (31, 0.031303497187576426), (33, 0.031303497187576426), (139, 0.02187168826934051), (95, 0.02116246841118448), (67, 0.019809244314013204), (68, 0.019809244314013204), (69, 0.019572837694627865), (70, 0.019572837694627865), (27, 0.01910002445585718), (140, 0.017037580500529878), (32, 0.016801173881144535), (100, 0.016564767261759192), (66, 0.011967066112333904), (108, 0.011086655253933316), (144, 0.0025352571940979863)]    |  0.01805938959263177  |   0   |   0   |
|  848   |    cameronsparr   |              [15]             | [(5, 0.18795749704840617), (15, 0.13202479338842976), (23, 0.13116883116883118), (11, 0.12830578512396695), (9, 0.11340023612750885), (22, 0.11142266824085006), (10, 0.09855371900826447), (28, 0.09510035419126328), (24, 0.0936835891381346), (25, 0.09235537190082646), (7, 0.09061393152302244), (74, 0.08724911452184181), (8, 0.08465171192443921), (18, 0.07393742621015348), (120, 0.0731404958677686), (34, 0.0725796930342385), (6, 0.06983471074380167), (62, 0.06906729634002362), (102, 0.06779811097992916), (79, 0.06505312868949234), (16, 0.06443329397874853), (17, 0.06325265643447463), (101, 0.060743801652892566), (13, 0.06012396694214876), (26, 0.05894332939787486), (141, 0.05699527744982291), (30, 0.053689492325855966), (75, 0.053689492325855966), (103, 0.05274498229043684), (142, 0.05212514757969304), (35, 0.050472255017709564), (104, 0.04639905548996459), (78, 0.04507083825265643), (118, 0.043742621015348294), (20, 0.04076151121605667), (121, 0.040053128689492325), (12, 0.03683589138134593), (119, 0.034563164108618656), (31, 0.030962219598583238), (33, 0.030962219598583238), (139, 0.021635182998819367), (95, 0.020926800472255022), (67, 0.019598583234946874), (68, 0.019598583234946874), (69, 0.019362455726092093), (70, 0.019362455726092093), (27, 0.01889020070838253), (140, 0.016853600944510036), (32, 0.016617473435655256), (100, 0.016381345926800475), (66, 0.011835891381345928), (108, 0.010979929161747344), (144, 0.0025088547815820548)] |  0.04219373461244587  |   1   |   1   |
|  849   |        nico       |              [15]             |                    [(9, 0.7000963081861957), (10, 0.69068613471739), (25, 0.6867605252470557), (74, 0.6861620342992312), (28, 0.6853932584269663), (8, 0.6822146658781785), (34, 0.6696629213483146), (141, 0.6672698088428425), (102, 0.667064273922999), (101, 0.6584269662921348), (142, 0.6559317087406974), (104, 0.6463391690619283), (121, 0.6382022471910113), (27, 0.618685075259699), (15, 0.6033707865168538), (18, 0.5901685393258427), (7, 0.5808310374989911), (62, 0.5803484238568655), (78, 0.5778991214253212), (24, 0.5710112359550562), (140, 0.5657303370786516), (26, 0.5373918964930201), (139, 0.47282212169852617), (120, 0.4674157303370786), (22, 0.4299625468164794), (79, 0.38599827139152976), (23, 0.32223027667029114), (11, 0.3103610605320424), (20, 0.1903248887004452), (5, 0.18572498662386303), (33, 0.18062857748569006), (13, 0.1794816620733517), (17, 0.16256094975620095), (6, 0.15478095944759077), (30, 0.14540817990574192), (75, 0.14540817990574192), (35, 0.14221759266809086), (16, 0.14200106460443723), (103, 0.1378713770859202), (118, 0.040449438202247195), (69, 0.038511612082583926), (70, 0.038511612082583926), (67, 0.03757444061132846), (68, 0.03757444061132846), (12, 0.03642675429298283), (119, 0.033707865168539325), (31, 0.030628577485690058), (95, 0.020696417214331145), (32, 0.016437884248463007), (100, 0.016202035191859233), (108, 0.012692467748647525), (66, 0.011707653169387322), (144, 0.0031055601099484018)]                     |  0.032633914651264646 |   0   |   0   |
|  850   |        nico       |              [15]             |                         [(9, 0.7000638406537283), (10, 0.6906707524685053), (25, 0.6867388817869878), (74, 0.6861162677088422), (28, 0.6853932584269663), (8, 0.6822103518143304), (34, 0.6696629213483146), (102, 0.6670553317786728), (101, 0.6584269662921348), (78, 0.6445570943297622), (118, 0.6404494382022472), (121, 0.6382022471910113), (12, 0.6364261987003877), (119, 0.6337078651685393), (27, 0.6186842418708063), (142, 0.6158898151504167), (141, 0.6071692642261689), (18, 0.5901685393258427), (7, 0.5808266949594739), (62, 0.580332062600321), (104, 0.5713359315936286), (140, 0.5657303370786516), (24, 0.557646517272404), (22, 0.5466292134831461), (26, 0.5373894527002537), (139, 0.4728053642624139), (120, 0.4674157303370786), (79, 0.38599827139152976), (23, 0.32220152616715736), (100, 0.31620147959926415), (11, 0.31034238697690875), (33, 0.25562691070790483), (20, 0.1903223885337674), (5, 0.18563668640311248), (13, 0.17947777292518627), (17, 0.1625587273858207), (6, 0.15477901487350804), (30, 0.14540651312795674), (75, 0.14540651312795674), (35, 0.1422170370754958), (16, 0.14199745325256932), (103, 0.13787082149332514), (31, 0.11634119642219058), (15, 0.10337078651685393), (95, 0.09569586162173609), (67, 0.0193909556517251), (68, 0.0193909556517251), (69, 0.019155384391418857), (70, 0.019155384391418857), (32, 0.016437050859570413), (108, 0.012669745640035847), (66, 0.01170709757679226), (144, 0.00310189186593681)]                          |  0.005106201693641809 |   0   |   0   |
|  851   |        nico       |             [120]             |                        [(9, 0.7000317399860343), (10, 0.6906555248150866), (25, 0.6867174959871589), (74, 0.6860712901975977), (28, 0.6853932584269663), (8, 0.682206065946978), (34, 0.6696629213483146), (102, 0.6670464735981431), (101, 0.6584269662921348), (78, 0.644548481065335), (118, 0.6404494382022472), (121, 0.6382022471910113), (12, 0.6364256444150693), (119, 0.6337078651685393), (27, 0.6186834104428288), (18, 0.598501872659176), (62, 0.5910301566047622), (7, 0.5867047338368024), (142, 0.5808484586574474), (24, 0.5709488139825218), (22, 0.5632958801498127), (141, 0.5579790995521332), (26, 0.5573870187416635), (140, 0.5234226447709593), (104, 0.5129993757802747), (120, 0.48741573033707863), (139, 0.4381734370498415), (23, 0.42217308152043986), (100, 0.41620092531394576), (11, 0.41032385988103104), (79, 0.4057784911717496), (33, 0.2972919145186164), (20, 0.2803198942498347), (13, 0.2594738929279577), (6, 0.21906278916060806), (5, 0.21152357400139776), (17, 0.18255651024454725), (30, 0.1816685865357379), (75, 0.1816685865357379), (31, 0.18062524785194978), (35, 0.17848021905391367), (103, 0.17215598149372108), (16, 0.1637329808327825), (95, 0.15402864066975103), (15, 0.10337078651685393), (67, 0.019389292795769994), (68, 0.019389292795769994), (69, 0.019153998678122935), (70, 0.019153998678122935), (32, 0.016436219431592864), (108, 0.012647300630309674), (66, 0.011706543291473893), (144, 0.0030982548410231894)]                        |  0.023156960137930508 |   0   |   0   |
|  854   |        nico       |             [118]             |              [(9, 0.6999375780274656), (10, 0.6906107464679052), (25, 0.6866548393455549), (28, 0.6853932584269663), (8, 0.6821933747863713), (34, 0.6696629213483146), (102, 0.6670203911776945), (141, 0.6667797328810684), (101, 0.6584269662921348), (142, 0.6557275104232916), (104, 0.6463231305695467), (78, 0.6445231132317479), (140, 0.6157303370786517), (18, 0.5794542536115569), (7, 0.5741919597256675), (62, 0.5459825728044027), (24, 0.5408577393012832), (22, 0.5252006420545746), (139, 0.5136495332806548), (26, 0.5073797752808988), (120, 0.41027287319422145), (79, 0.36292134831460676), (33, 0.20204885410570564), (5, 0.15672345052555275), (17, 0.14081075957667727), (23, 0.12208953467851051), (16, 0.11826767749947009), (11, 0.11026914031878755), (15, 0.10337078651685393), (30, 0.10309219278949379), (75, 0.10309219278949379), (35, 0.09990713542421328), (103, 0.0983081725892954), (74, 0.08594089321121708), (6, 0.06905699645665661), (13, 0.059462307520054804), (118, 0.040449438202247195), (20, 0.040312446487611474), (121, 0.038202247191011236), (12, 0.03642398935679756), (119, 0.033707865168539325), (31, 0.03062028267713424), (95, 0.02069365227814587), (67, 0.019384327620954465), (68, 0.019384327620954465), (69, 0.019149861032443326), (70, 0.019149861032443326), (27, 0.018680927855421053), (32, 0.016433736844185098), (100, 0.01619927025567396), (108, 0.012581578416201306), (66, 0.01170488823320205), (144, 0.003087527145689737)]               | 0.0026615848498852015 |   0   |   0   |
|  855   |        nico       |            [5, 15]            |                   [(9, 0.6999068843503631), (10, 0.6905961144628328), (25, 0.6866344395087536), (34, 0.6696629213483146), (141, 0.6666853932584269), (101, 0.6584269662921348), (121, 0.6382022471910113), (8, 0.6360353528312935), (119, 0.6337078651685393), (142, 0.6156882022471909), (18, 0.5901685393258427), (7, 0.5808054038676668), (78, 0.5778481443649983), (104, 0.5713199670137099), (62, 0.5659670335937945), (140, 0.5657303370786516), (28, 0.5353932584269663), (24, 0.4908280410356619), (139, 0.47272471910112357), (22, 0.47162921348314607), (102, 0.4670118572981929), (120, 0.44241573033707865), (26, 0.417377380071318), (15, 0.40337078651685393), (79, 0.33984442523768366), (23, 0.32206226591760295), (11, 0.3102511821612945), (5, 0.18521216611104252), (33, 0.18061863537089176), (17, 0.1375476936031366), (16, 0.11589256683396848), (30, 0.09924439163709749), (75, 0.09924439163709749), (35, 0.09606043247597862), (103, 0.09501092019051127), (74, 0.0858988764044944), (6, 0.06905507459937373), (13, 0.05945846380548905), (118, 0.040449438202247195), (20, 0.04030997552824777), (12, 0.036423440254716735), (31, 0.030618635370891774), (95, 0.02069310317606505), (67, 0.019382680314712), (68, 0.019382680314712), (69, 0.019148488277241273), (70, 0.019148488277241273), (27, 0.01868010420229982), (32, 0.016432913191063863), (100, 0.016198721153593137), (108, 0.012560192616372392), (66, 0.011704339131121226), (144, 0.0030840110949179635)]                   |  0.036180956420153614 |   0   |   0   |
|  867   |         mu        |              [74]             |                                          [(10, 0.692), (28, 0.6912241054613936), (25, 0.6877016742770167), (7, 0.6861111111111111), (8, 0.6813333333333332), (34, 0.6705838041431261), (6, 0.6666666666666666), (102, 0.6661393596986817), (79, 0.6628888888888889), (16, 0.6599999999999999), (17, 0.6599999999999999), (9, 0.653116961173218), (30, 0.6511111111111111), (75, 0.6511111111111111), (103, 0.6511111111111111), (35, 0.6488888888888888), (104, 0.6457473760405356), (78, 0.6435209235209235), (20, 0.6377777777777778), (31, 0.6298822663723326), (95, 0.62), (67, 0.6177777777777778), (68, 0.6177777777777778), (69, 0.6177777777777778), (70, 0.6177777777777778), (32, 0.6155555555555555), (100, 0.6155555555555555), (66, 0.611111111111111), (101, 0.5844930436439871), (18, 0.5821676587301586), (24, 0.5391661982387108), (22, 0.5327625627107492), (15, 0.5286827033218786), (26, 0.5069396386005383), (13, 0.5055555555555555), (33, 0.4581225691159466), (120, 0.4146046409325855), (5, 0.23541174456428693), (141, 0.18906338208878626), (142, 0.13668169654312842), (139, 0.13024564350199455), (23, 0.12246401842256767), (11, 0.11574581430745814), (74, 0.08345423143350605), (140, 0.07102479762987846), (62, 0.06832391713747646), (118, 0.04300230946882218), (121, 0.03916345907108032), (12, 0.035555555555555556), (119, 0.03379522709776752), (27, 0.017777777777777778), (108, 0.01073646394662561), (144, 0.002453169104439312)]                                          | 0.0034545683708110337 |   0   |   0   |
|  873   |      clement      |              [5]              |         [(5, 0.1821731021272306), (15, 0.130915414860369), (23, 0.12690039318479687), (11, 0.12416826292973085), (9, 0.10973888496824277), (22, 0.1078082467990725), (10, 0.09534731323722151), (28, 0.09200272204859361), (24, 0.0906265752596028), (25, 0.08934620425446116), (7, 0.087644923883456), (74, 0.08462546627684243), (8, 0.08187317269886078), (18, 0.07153442887387843), (120, 0.07097993749369898), (34, 0.07019608831535437), (6, 0.06753957052122192), (62, 0.06681369089625971), (102, 0.06557112612158485), (79, 0.06291460832745237), (16, 0.062322310716806134), (17, 0.061175521725980446), (101, 0.05874836173001312), (13, 0.05815606411936688), (26, 0.05700927512854119), (141, 0.05513660651275332), (30, 0.05192559733844139), (75, 0.05192559733844139), (103, 0.05100816614578084), (142, 0.0504158685351346), (35, 0.048810363947978636), (104, 0.04487347514870452), (78, 0.043593104143562864), (118, 0.042542090936586355), (20, 0.0394268575461236), (121, 0.03873878415162819), (12, 0.03562355076116545), (119, 0.03342574856336325), (31, 0.029947575360419403), (33, 0.029947575360419403), (139, 0.02092700877104547), (95, 0.020238935376550058), (67, 0.01895856437140841), (68, 0.01895856437140841), (69, 0.018729206573243274), (70, 0.018729206573243274), (27, 0.018270490976913), (140, 0.016302046577275936), (32, 0.0160726887791108), (100, 0.01584333098094566), (66, 0.011447726585341267), (108, 0.010626071176529894), (144, 0.002427159995967336)]          |  0.06010322797383296  |   1   |   1   |
|  879   |       jwilk       |              [33]             |    [(5, 0.17687452543659832), (15, 0.12544608959757023), (23, 0.12086180713743357), (11, 0.1186455960516325), (9, 0.10481207289293851), (22, 0.10279517843583903), (10, 0.09081719817767654), (28, 0.08759491268033409), (24, 0.08622817008352315), (25, 0.08505599848139712), (7, 0.08326689445709946), (74, 0.08046697038724375), (8, 0.07773348519362187), (18, 0.06816154138192862), (120, 0.0675113895216401), (34, 0.06663344722854973), (6, 0.06409453302961275), (62, 0.06357251328777525), (102, 0.06223899012908125), (79, 0.05970007593014426), (16, 0.05921127562642369), (17, 0.05807232346241458), (101, 0.05576119969627943), (13, 0.05527239939255884), (26, 0.05413344722854973), (141, 0.05247247532270311), (30, 0.049283409263477594), (75, 0.049283409263477594), (103, 0.048372247532270304), (142, 0.04788344722854974), (35, 0.04628891419893698), (104, 0.042577828397873954), (78, 0.04140565679574791), (118, 0.040461275626423696), (20, 0.037466780561883066), (121, 0.0367834092634776), (12, 0.033788914198936974), (119, 0.03170558086560364), (31, 0.02845007593014427), (33, 0.02845007593014427), (139, 0.019888952164009113), (95, 0.019205580865603648), (67, 0.0180334092634776), (68, 0.0180334092634776), (69, 0.017805618830675777), (70, 0.017805618830675777), (27, 0.017350037965072132), (140, 0.015494495064540622), (32, 0.0152667046317388), (100, 0.015038914198936977), (66, 0.010872247532270311), (108, 0.010155656795747911), (144, 0.0023111237661351557)]     |  0.00985489711947686  |   0   |   0   |
|  880   |       wmark       |              [24]             |      [(5, 0.17543131252712196), (15, 0.1244244279464715), (23, 0.11973071555070781), (11, 0.11761256348005583), (9, 0.10389031584626393), (22, 0.10185660837643527), (10, 0.08996868512719469), (28, 0.08676917302933276), (24, 0.0854039853160222), (25, 0.08425225478812616), (7, 0.08244607860384927), (74, 0.07968755497695366), (8, 0.0769571795503325), (18, 0.06752987814174966), (120, 0.06686135838523158), (34, 0.06596530734316174), (6, 0.06344838910195513), (62, 0.06296517833057715), (102, 0.0616140647174038), (79, 0.059097146476197175), (16, 0.05862800980495643), (17, 0.057490353377197614), (101, 0.05520096642154276), (13, 0.054731829750302004), (26, 0.05359417332254319), (141, 0.0519733061234064), (30, 0.04878786812568171), (75, 0.04878786812568171), (103, 0.04787774298347466), (142, 0.04740860631223392), (35, 0.04581588731337157), (104, 0.04214723854426891), (78, 0.04099550801637287), (118, 0.04007130877402859), (20, 0.03709932796171845), (121, 0.03641673410506316), (12, 0.03344475329275301), (119, 0.03138289762264992), (33, 0.03045869838030564), (31, 0.02816931142465079), (139, 0.01969435745868665), (95, 0.019011763602031363), (67, 0.017860033074135324), (68, 0.017860033074135324), (69, 0.017632501788583558), (70, 0.017632501788583558), (27, 0.017177439217480033), (140, 0.015343114832928701), (32, 0.015115583547376939), (100, 0.014888052261825175), (66, 0.01076434092161899), (108, 0.010067672964826479), (144, 0.002289386955654856)]      |  0.029843467084809103 |   0   |   0   |
|  881   |       wmark       |              [28]             |          [(121, 0.6360575139146567), (27, 0.6170083487940631), (22, 0.4437940630797773), (74, 0.37892393320964746), (15, 0.3234230055658627), (23, 0.31862244897959185), (11, 0.31660018552875696), (25, 0.28346474953617806), (102, 0.2610018552875696), (28, 0.2359601113172542), (5, 0.2001036541098653), (26, 0.17306586270871985), (33, 0.15016233766233766), (6, 0.14852968460111315), (18, 0.14191094619666048), (120, 0.14122448979591837), (31, 0.12789424860853432), (8, 0.12235050663622092), (7, 0.11693604714613118), (104, 0.11672541743970316), (9, 0.11548701298701299), (32, 0.11496753246753247), (141, 0.11148423005565863), (79, 0.10466033966033965), (10, 0.1013821892393321), (30, 0.0944562580276866), (75, 0.0944562580276866), (35, 0.09150635079206508), (103, 0.09025046382189239), (142, 0.086943413729128), (16, 0.08414354279261112), (17, 0.08192022263450834), (24, 0.07959183673469387), (34, 0.06531076066790352), (62, 0.06237012987012987), (101, 0.054652133580705003), (13, 0.05420222634508349), (78, 0.04059369202226345), (118, 0.03968923933209647), (20, 0.03673933209647495), (12, 0.03310760667903525), (119, 0.031066790352504633), (139, 0.019503710575139145), (95, 0.018821892393320962), (67, 0.017690166975881258), (68, 0.017690166975881258), (69, 0.017462894248608533), (70, 0.017462894248608533), (140, 0.015194805194805195), (100, 0.01474025974025974), (66, 0.010658627087198514), (108, 0.009981447124304266), (144, 0.0022680890538033394)]          |  0.03330786551307914  |   0   |   0   |
